NumEvent,TimRef,Ref,TimPeak,Peak,TimEnd,End,IEI,Amp,Area,Sample,Group
[-],[s],[pA],[s],[pA],[s],[pA],[s],[pA],[fC],[ID],[interval]
1864,522.5176,-43.8,522.5208,-64.69,522.5316,-47.03,0,20.89,144.48,260313_s7,-40post
1865,522.7748,-49.11,522.5208,-64.69,522.7832,-49.06,0.2672,15.57,54.71,260313_s7,-40post
1866,522.7866,-55.05,522.788,-66.72,522.7938,-48.28,0.7672,11.67,20.43,260313_s7,-40post
1867,523.5536,-51.15,523.5552,-80.16,523.5646,-50.63,0.4524,29.01,115.89,260313_s7,-40post
1868,524.0064,-50.68,524.0076,-61.56,524.0162,-45,0.0244,10.89,37.48,260313_s7,-40post
1869,524.029,-52.24,524.032,-61.72,524.0376,-45,1.905,9.48,4.51,260313_s7,-40post
1870,525.9316,-51.15,525.937,-62.34,525.9412,-46.09,0.1382,11.2,27.46,260313_s7,-40post
1871,526.0714,-51.3,526.0752,-74.84,526.0872,-50,0.1632,23.54,137.64,260313_s7,-40post
1872,526.2362,-50.36,526.2384,-63.44,526.2464,-48.59,0.1602,13.07,43.11,260313_s7,-40post
1873,526.3968,-49.79,526.3986,-71.56,526.41,-47.81,0,21.77,92.85,260313_s7,-40post
1874,526.4732,-50.36,526.3986,-71.56,526.484,-47.34,0.1348,21.2,51.18,260313_s7,-40post
1875,526.5316,-50.36,526.5334,-68.13,526.5384,-47.19,0.3792,17.76,29.26,260313_s7,-40post
1876,526.9102,-48.8,526.9126,-61.25,526.924,-47.03,1.0044,12.45,56.43,260313_s7,-40post
1877,527.915,-47.97,527.917,-73.75,527.925,-47.97,0.272,25.78,93.88,260313_s7,-40post
1878,528.1866,-51.77,528.189,-89.06,528.197,-52.03,0.2692,37.29,163.48,260313_s7,-40post
1879,528.4568,-50.1,528.4582,-63.59,528.466,-46.72,0.8704,13.49,25.49,260313_s7,-40post
1880,529.3262,-49.74,529.3286,-79.38,529.335,-47.34,0.4806,29.64,87.19,260313_s7,-40post
1881,529.8058,-48.8,529.8092,-72.19,529.8172,-47.66,0,23.39,115.36,260313_s7,-40post
1882,530.315,-49.64,529.8092,-72.19,530.3246,-47.81,0.6164,22.55,56.76,260313_s7,-40post
1883,530.4228,-51.09,530.4256,-65.63,530.4382,-48.13,1.646,14.53,54.28,260313_s7,-40post
1884,532.0702,-50.26,532.0716,-57.66,532.0772,-45.78,0.3578,7.4,9.84,260313_s7,-40post
1885,532.4276,-51.35,532.4294,-100.16,532.4414,-51.41,0.2646,48.8,199.82,260313_s7,-40post
1886,532.6928,-49.01,532.694,-62.34,532.7038,-46.25,0.047,13.33,42.74,260313_s7,-40post
1887,532.7374,-50.21,532.741,-72.03,532.7532,-49.53,0.6724,21.82,139.35,260313_s7,-40post
1888,533.4114,-51.51,533.4134,-72.81,533.4214,-48.44,0.9316,21.3,53.12,260313_s7,-40post
1889,534.3418,-51.3,534.345,-77.03,534.3524,-48.91,0.3806,25.73,64.06,260313_s7,-40post
1890,534.7232,-51.04,534.7256,-71.88,534.7354,-49.84,1.4278,20.83,91.77,260313_s7,-40post
1891,536.1518,-49.11,536.1534,-71.72,536.1586,-49.22,0.358,22.6,66.32,260313_s7,-40post
1892,536.5096,-50.63,536.5114,-75.16,536.5186,-49.22,0.6668,24.53,92.63,260313_s7,-40post
1893,537.176,-48.75,537.1782,-61.25,537.1866,-47.97,0.471,12.5,58.81,260313_s7,-40post
1894,537.6434,-51.67,537.6492,-73.28,537.6562,-49.22,0.2912,21.61,85.02,260313_s7,-40post
1895,537.936,-50,537.9404,-66.72,537.948,-50.63,1.3102,16.72,72.66,260313_s7,-40post
1896,539.2466,-48.96,539.2506,-65.94,539.2556,-46.41,1.5286,16.98,44.52,260313_s7,-40post
1897,540.7774,-49.84,540.7792,-67.03,540.787,-48.91,0.154,17.19,52.09,260313_s7,-40post
1898,540.9318,-60,540.9332,-97.66,540.9422,-57.19,0.258,37.66,115.63,260313_s7,-40post
1899,541.1882,-51.46,541.1912,-66.09,541.1956,-45.63,0.6762,14.64,32.57,260313_s7,-40post
1900,541.8658,-50.26,541.8674,-82.34,541.8748,-48.13,0.6212,32.08,129.92,260313_s7,-40post
1901,542.4854,-51.3,542.4886,-66.56,542.4956,-47.19,0.2166,15.26,53.46,260313_s7,-40post
1902,542.7008,-48.18,542.7052,-59.53,542.7112,-47.5,0.3624,11.35,75.32,260313_s7,-40post
1903,543.0656,-50.42,543.0676,-97.97,543.074,-53.44,0.0162,47.55,155.14,260313_s7,-40post
1904,543.082,-52.66,543.0838,-80.47,543.0922,-50.16,0.1372,27.81,96.03,260313_s7,-40post
1905,543.218,-48.33,543.221,-62.34,543.232,-49.38,0.082,14.01,97.7,260313_s7,-40post
1906,543.2996,-48.7,543.303,-69.22,543.309,-47.66,0.3584,20.52,80.25,260313_s7,-40post
1907,543.6588,-46.93,543.6614,-61.41,543.6766,-47.03,1.161,14.48,105.62,260313_s7,-40post
1908,544.8198,-50.31,544.8224,-70.78,544.8278,-50,0.162,20.47,60.87,260313_s7,-40post
1909,544.9828,-52.6,544.9844,-70.78,544.992,-48.13,0.0312,18.18,60.77,260313_s7,-40post
1910,545.0138,-52.08,545.0156,-108.44,545.0234,-53.91,0.0834,56.35,208.02,260313_s7,-40post
1911,545.097,-51.04,545.099,-69.53,545.1106,-51.09,0.195,18.49,77.59,260313_s7,-40post
1912,545.2922,-52.71,545.294,-65.31,545.3032,-49.69,0.0918,12.6,52.54,260313_s7,-40post
1913,545.3846,-52.24,545.3858,-69.22,545.4044,-50.94,0.4244,16.98,81.33,260313_s7,-40post
1914,545.8084,-50.31,545.8102,-76.25,545.817,-48.44,0.2036,25.94,104.28,260313_s7,-40post
1915,546.0114,-51.04,546.0138,-99.38,546.0218,-52.34,0.4446,48.33,157.4,260313_s7,-40post
1916,546.455,-48.39,546.4584,-65.47,546.4656,-48.28,0,17.08,78.19,260313_s7,-40post
1917,546.7192,-50.63,546.4584,-65.47,546.726,-50.47,0.3808,14.84,44.56,260313_s7,-40post
1918,546.8364,-53.02,546.8392,-73.91,546.8438,-52.81,0.12,20.89,74.57,260313_s7,-40post
1919,546.9558,-53.33,546.9592,-64.38,546.9684,-48.75,0.9186,11.04,31.15,260313_s7,-40post
1920,547.8746,-55,547.8778,-85.31,547.8862,-52.97,0.4496,30.31,107.84,260313_s7,-40post
1921,548.326,-52.81,548.3274,-98.13,548.3332,-55.47,0.0184,45.31,150.56,260313_s7,-40post
1922,548.3442,-57.5,548.3458,-76.56,548.3516,-54.06,0.3236,19.06,51.62,260313_s7,-40post
1923,548.6662,-54.43,548.6694,-71.72,548.6828,-52.5,0.593,17.29,86.06,260313_s7,-40post
1924,549.26,-53.96,549.2624,-69.53,549.2724,-50.78,0.2,15.57,91.91,260313_s7,-40post
1925,549.4602,-51.93,549.4624,-75.63,549.4696,-52.03,0.2976,23.7,93.78,260313_s7,-40post
1926,549.7578,-52.55,549.76,-90.78,549.7698,-49.53,1.0736,38.23,169.99,260313_s7,-40post
1927,550.8316,-54.27,550.8336,-75.16,550.839,-54.53,0.0534,20.89,59.29,260313_s7,-40post
1928,550.8828,-55.42,550.887,-67.34,550.8922,-53.44,0.2624,11.93,32.09,260313_s7,-40post
1929,551.1478,-52.86,551.1494,-96.56,551.1566,-55.78,0.0274,43.7,138.59,260313_s7,-40post
1930,551.1756,-55.31,551.1768,-88.59,551.1828,-53.91,0.2582,33.28,106.75,260313_s7,-40post
1931,551.4328,-53.8,551.435,-69.38,551.4428,-52.34,0.5254,15.57,60.28,260313_s7,-40post
1932,551.9586,-50.05,551.9604,-76.56,551.9712,-52.19,0.7716,26.51,149.61,260313_s7,-40post
1933,552.7308,-56.04,552.732,-65,552.7496,-52.34,0.0442,8.96,6.93,260313_s7,-40post
1934,552.7736,-54.22,552.7762,-65.78,552.7838,-51.72,0.4938,11.56,34.78,260313_s7,-40post
1935,553.2672,-53.07,553.27,-93.59,553.2802,-54.69,0.2144,40.52,240.84,260313_s7,-40post
1936,553.4804,-57.24,553.4844,-78.59,553.4936,-56.88,0.2378,21.35,126.68,260313_s7,-40post
1937,553.7204,-55.73,553.7222,-71.72,553.7268,-55.63,0.0076,15.99,44.91,260313_s7,-40post
1938,553.727,-57.92,553.7298,-69.69,553.7374,-54.69,1.0806,11.77,39.8,260313_s7,-40post
1939,554.809,-55.31,554.8104,-79.69,554.8172,-51.56,0.206,24.38,73.91,260313_s7,-40post
1940,555.0144,-54.22,555.0164,-85.78,555.026,-52.5,0.5696,31.56,125.75,260313_s7,-40post
1941,555.5834,-53.75,555.586,-69.53,555.5938,-52.34,0.169,15.78,55.5,260313_s7,-40post
1942,555.7528,-53.75,555.755,-68.91,555.767,-54.06,0.1838,15.16,81.75,260313_s7,-40post
1943,555.9344,-53.7,555.9388,-72.5,555.9448,-53.44,0.4026,18.8,69.52,260313_s7,-40post
1944,556.3386,-55.26,556.3414,-70.31,556.349,-54.22,0.131,15.05,74.52,260313_s7,-40post
1945,556.4704,-56.09,556.4724,-82.03,556.4784,-55.47,0.639,25.94,86.66,260313_s7,-40post
1946,557.1086,-55.89,557.1114,-83.13,557.118,-52.5,0.3268,27.24,82.06,260313_s7,-40post
1947,557.4344,-57.6,557.4382,-68.13,557.4448,-53.44,0.26,10.52,37.21,260313_s7,-40post
1948,557.6966,-59.84,557.6982,-77.81,557.7052,-54.69,0.9782,17.97,36.28,260313_s7,-40post
1949,558.6744,-57.81,558.6764,-69.69,558.6838,-55.16,0.4232,11.88,55.53,260313_s7,-40post
1950,559.098,-57.14,559.0996,-88.28,559.1058,-57.81,0,31.15,114.17,260313_s7,-40post
1951,559.424,-55.21,559.0996,-88.28,559.4336,-54.22,0.9984,33.07,36.83,260313_s7,-40post
1952,560.0962,-54.22,560.098,-75.94,560.1066,-55.31,0.2368,21.72,107.84,260313_s7,-40post
1953,560.3324,-56.67,560.3348,-75.16,560.3504,-55,0.2324,18.49,109.2,260313_s7,-40post
1954,560.5648,-57.14,560.5672,-78.91,560.5784,-55.78,0.0852,21.77,104.75,260313_s7,-40post
1955,560.6504,-55.21,560.6524,-84.38,560.6604,-55.63,0,29.17,133.06,260313_s7,-40post
1956,560.9572,-57.19,560.6524,-84.38,560.967,-56.41,0.5954,27.19,57.59,260313_s7,-40post
1957,561.2428,-56.04,561.2478,-73.59,561.2548,-52.66,0.2814,17.55,33.76,260313_s7,-40post
1958,561.527,-54.53,561.5292,-79.84,561.5372,-50,1.1432,25.31,57.5,260313_s7,-40post
1959,562.6702,-57.19,562.6724,-77.03,562.6826,-54.22,0,19.84,82.81,260313_s7,-40post
1960,563.07,-53.8,562.6724,-77.03,563.083,-52.34,0.5102,23.23,76.31,260313_s7,-40post
1961,563.1798,-55.99,563.1826,-71.72,563.1894,-52.19,0.025,15.73,62.9,260313_s7,-40post
1962,563.205,-55.36,563.2076,-78.59,563.2124,-52.34,0.393,23.23,48.35,260313_s7,-40post
1963,563.598,-55.89,563.6006,-70.47,563.6132,-54.38,0.159,14.58,70.18,260313_s7,-40post
1964,563.7584,-57.34,563.7596,-90.47,563.7694,-54.53,0.9452,33.13,106.84,260313_s7,-40post
1965,564.7,-53.39,564.7048,-72.03,564.7132,-52.34,0.227,18.65,83.04,260313_s7,-40post
1966,564.9292,-53.13,564.9318,-91.88,564.9398,-54.53,0.363,38.75,151.81,260313_s7,-40post
1967,565.2934,-56.56,565.2948,-99.06,565.3044,-56.72,0.9886,42.5,154.13,260313_s7,-40post
1968,566.2806,-57.24,566.2834,-70.94,566.2976,-53.44,0.2142,13.7,50.79,260313_s7,-40post
1969,566.4948,-53.7,566.4976,-72.97,566.506,-53.91,2.2728,19.27,98.44,260313_s7,-40post
1970,568.7688,-54.53,568.7704,-87.03,568.7786,-54.38,0.227,32.5,127.97,260313_s7,-40post
1971,568.9948,-53.13,568.9974,-69.38,569.0046,-51.41,0.6168,16.25,55.47,260313_s7,-40post
1972,569.6126,-52.34,569.6142,-79.22,569.6208,-53.28,0.3876,26.88,100.06,260313_s7,-40post
1973,569.9996,-54.53,570.0018,-83.59,570.0098,-54.53,1.475,29.06,122.78,260313_s7,-40post
1974,571.4756,-57.97,571.4768,-71.41,571.4808,-49.06,0.427,13.44,24.47,260313_s7,-40post
1975,571.9024,-55.52,571.9038,-78.28,571.9124,-55.47,0.175,22.76,91.44,260313_s7,-40post
1976,572.077,-54.79,572.0788,-97.97,572.0874,-56.41,0.2192,43.18,157.18,260313_s7,-40post
1977,572.2958,-53.59,572.298,-77.66,572.3072,-54.22,0.0996,24.06,119.66,260313_s7,-40post
1978,572.3958,-58.65,572.3976,-70.16,572.4084,-52.34,0.2644,11.51,30.52,260313_s7,-40post
1979,572.6602,-57.34,572.662,-69.22,572.6744,-54.38,0.0478,11.88,56.41,260313_s7,-40post
1980,572.7076,-55.94,572.7098,-83.28,572.7248,-54.84,0.7396,27.34,151.41,260313_s7,-40post
1981,573.4472,-58.44,573.4494,-80.16,573.4576,-52.66,0.4082,21.72,61.22,260313_s7,-40post
1982,573.8554,-55.05,573.8576,-70,573.8666,-50.47,0.2956,14.95,60.41,260313_s7,-40post
1983,574.151,-56.67,574.1532,-67.19,574.163,-51.72,0.5398,10.52,27.1,260313_s7,-40post
1984,574.69,-53.7,574.693,-74.84,574.6986,-53.59,0.0112,21.15,65.11,260313_s7,-40post
1985,574.7012,-55.89,574.7042,-67.97,574.71,-53.59,0.1674,12.08,42.97,260313_s7,-40post
1986,574.8698,-51.2,574.8716,-67.97,574.8866,-49.84,0.3386,16.77,106.29,260313_s7,-40post
1987,575.2084,-56.09,575.2102,-69.84,575.2156,-52.34,1.089,13.75,22.72,260313_s7,-40post
1988,576.2972,-52.81,576.2992,-74.22,576.3076,-51.72,0.3006,21.41,95.5,260313_s7,-40post
1989,576.597,-54.58,576.5998,-67.97,576.6126,-53.44,0.3076,13.39,74.27,260313_s7,-40post
1990,576.9056,-54.38,576.9074,-81.72,576.9148,-50.78,0.3622,27.34,68.75,260313_s7,-40post
1991,577.267,-55,577.2696,-77.81,577.2772,-53.28,0.531,22.81,89.56,260313_s7,-40post
1992,577.797,-55.73,577.8006,-72.97,577.815,-51.72,1.132,17.24,54.73,260313_s7,-40post
1993,578.9304,-52.81,578.9326,-84.06,578.9408,-54.53,0.372,31.25,141.19,260313_s7,-40post
1994,579.3026,-53.8,579.3046,-80,579.3146,-54.22,0.0882,26.2,124.55,260313_s7,-40post
1995,579.3888,-55.47,579.3928,-73.59,579.3982,-52.66,0.9018,18.13,57.19,260313_s7,-40post
1996,580.2918,-54.64,580.2946,-85.47,580.3016,-53.91,1.0618,30.83,99.43,260313_s7,-40post
1997,581.3546,-53.7,581.3564,-69.22,581.365,-51.25,1.1082,15.52,44.46,260313_s7,-40post
1998,582.4626,-53.18,582.4646,-82.97,582.4718,-52.97,0.0482,29.79,112.76,260313_s7,-40post
1999,582.511,-54.32,582.5128,-71.25,582.5226,-51.56,0.1604,16.93,40.3,260313_s7,-40post
2000,582.67,-53.23,582.6732,-66.09,582.6774,-50.16,0.1864,12.86,35.93,260313_s7,-40post
2001,582.8572,-50.05,582.8596,-64.69,582.8714,-49.69,0.2686,14.64,105.09,260313_s7,-40post
2002,583.1252,-49.27,583.1282,-73.75,583.135,-49.84,1.1792,24.48,104.07,260313_s7,-40post
2003,584.305,-54.22,584.3074,-67.19,584.315,-50.94,0.2326,12.97,36.69,260313_s7,-40post
2004,584.5358,-50.78,584.54,-68.59,584.553,-49.84,0.5542,17.81,100.56,260313_s7,-40post
2005,585.0928,-49.27,585.0942,-65.47,585.0998,-45.47,0.2758,16.2,48.16,260313_s7,-40post
2006,585.3666,-54.22,585.37,-74.38,585.3744,-54.22,0.0182,20.16,68.78,260313_s7,-40post
2007,585.387,-53.65,585.3882,-90.16,585.3944,-52.66,0.3476,36.51,97.2,260313_s7,-40post
2008,585.732,-52.19,585.7358,-65.78,585.7462,-49.22,0.0842,13.59,67.97,260313_s7,-40post
2009,585.8184,-54.74,585.82,-93.13,585.8272,-52.81,0.2262,38.39,116.53,260313_s7,-40post
2010,586.0434,-52.92,586.0462,-79.53,586.053,-49.22,0.7148,26.61,52.42,260313_s7,-40post
2011,586.7592,-53.96,586.761,-77.03,586.7682,-52.03,0.5532,23.07,88.33,260313_s7,-40post
2012,587.3102,-51.88,587.3142,-65.94,587.318,-49.53,0.1564,14.06,43.03,260313_s7,-40post
2013,587.4678,-52.4,587.4706,-64.38,587.4776,-51.88,0.316,11.98,56.17,260313_s7,-40post
2014,587.785,-54.53,587.7866,-75.78,587.7952,-52.97,0.0758,21.25,75.75,260313_s7,-40post
2015,587.8612,-54.11,587.8624,-92.5,587.8706,-55.31,0.5316,38.39,129.09,260313_s7,-40post
2016,588.3912,-54.79,588.394,-76.88,588.4048,-54.69,0.7634,22.08,122.25,260313_s7,-40post
2017,589.154,-55.94,589.1574,-73.75,589.1658,-54.38,0.1784,17.81,81.59,260313_s7,-40post
2018,589.3346,-53.23,589.3358,-72.66,589.3412,-52.66,0.0138,19.43,49.51,260313_s7,-40post
2019,589.3476,-54.32,589.3496,-70.94,589.355,-50.78,0.4432,16.61,38.49,260313_s7,-40post
2020,589.791,-51.04,589.7928,-91.56,589.8006,-52.5,0.5076,40.52,165.85,260313_s7,-40post
2021,590.2992,-52.71,590.3004,-73.75,590.3082,-50.16,0.0946,21.04,43.8,260313_s7,-40post
2022,590.3924,-49.79,590.395,-76.25,590.4038,-52.03,0.7852,26.46,136.76,260313_s7,-40post
2023,591.1764,-50.94,591.1802,-69.69,591.1896,-49.06,0.5756,18.75,78.91,260313_s7,-40post
2024,591.7516,-50.31,591.7558,-69.38,591.762,-49.06,0.6214,19.06,77.31,260313_s7,-40post
2025,592.3754,-49.11,592.3772,-72.34,592.3898,-51.25,1.9104,23.23,181.08,260313_s7,-40post
2026,594.2824,-50.99,594.2876,-70.31,594.2958,-48.44,0.1774,19.32,66.82,260313_s7,-40post
2027,594.4638,-53.33,594.465,-84.38,594.4716,-50.94,0.5646,31.04,91.08,260313_s7,-40post
2028,595.0278,-52.81,595.0296,-78.91,595.0372,-49.22,0.0632,26.09,81.84,260313_s7,-40post
2029,595.091,-51.77,595.0928,-82.34,595.1006,-51.72,0.128,30.57,130.52,260313_s7,-40post
2030,595.2184,-51.77,595.2208,-74.84,595.2316,-51.09,0.1428,23.07,83.58,260313_s7,-40post
2031,595.3616,-50.57,595.3636,-75,595.3738,-50.16,0.6824,24.43,121.33,260313_s7,-40post
2032,596.0442,-53.85,596.046,-75.47,596.0542,-51.25,0.129,21.61,70.84,260313_s7,-40post
2033,596.173,-53.85,596.175,-70,596.1868,-54.53,0.6718,16.15,188.14,260313_s7,-40post
2034,596.845,-55,596.8468,-75.78,596.8546,-54.06,1.0112,20.78,80.28,260313_s7,-40post
2035,597.8554,-48.75,597.858,-69.22,597.864,-48.28,0.0252,20.47,60.72,260313_s7,-40post
2036,597.8818,-50,597.8832,-81.88,597.8904,-49.06,0.3848,31.88,87.5,260313_s7,-40post
2035,599.6096,-186.46,599.6132,-208.13,599.627,-186.25,0.5228,21.67,140.71,260313_s7,-70post
2036,600.1342,-186.88,600.136,-225.63,600.1432,-186.41,0.0412,38.75,113.16,260313_s7,-70post
2037,600.1758,-189.48,600.1772,-227.97,600.1884,-188.28,0.0772,38.49,108.17,260313_s7,-70post
2038,600.2528,-185.99,600.2544,-217.34,600.2584,-188.13,0.7722,31.35,80.51,260313_s7,-70post
2039,601.0248,-186.77,601.0266,-220.94,601.0374,-186.88,0.337,34.17,129.15,260313_s7,-70post
2040,601.3626,-189.95,601.3636,-213.75,601.3746,-185.94,1.0602,23.8,83.07,260313_s7,-70post
2041,602.422,-182.29,602.4238,-257.97,602.4318,-185,0.6102,75.68,262.02,260313_s7,-70post
2042,603.0318,-186.35,603.034,-211.25,603.0456,-185.94,0.1874,24.9,112.95,260313_s7,-70post
2043,603.2202,-187.6,603.2214,-199.38,603.2324,-185.16,0.6146,11.77,92.49,260313_s7,-70post
2044,603.834,-185.83,603.836,-210.63,603.849,-187.97,0,24.79,175.65,260313_s7,-70post
2045,604.7874,-182.14,603.836,-210.63,604.7986,-179.69,1.0204,28.49,70.5,260313_s7,-70post
2046,604.8546,-184.38,604.8564,-218.28,604.864,-184.69,0.479,33.91,135.38,260313_s7,-70post
2047,605.3324,-184.9,605.3354,-214.84,605.3458,-185.16,0.0794,29.95,154.29,260313_s7,-70post
2048,605.4132,-190.16,605.4148,-257.5,605.4214,-187.34,0,67.34,158.66,260313_s7,-70post
2049,605.604,-187.81,605.4148,-257.5,605.6136,-182.66,0,69.69,8.91,260313_s7,-70post
2050,605.7694,-187.76,605.4148,-257.5,605.7876,-183.59,0.6116,69.74,35.33,260313_s7,-70post
2051,606.0242,-180.68,606.0264,-215.78,606.0374,-183.75,0.499,35.1,183.93,260313_s7,-70post
2052,606.5234,-183.7,606.5254,-218.91,606.5322,-185.47,0.18,35.21,141.28,260313_s7,-70post
2053,606.7024,-184.27,606.7054,-211.25,606.7108,-184.06,0.0874,26.98,91.99,260313_s7,-70post
2054,606.7912,-182.14,606.7928,-207.34,606.808,-183.59,0.8668,25.21,142.07,260313_s7,-70post
2055,607.6572,-183.65,607.6596,-206.88,607.669,-180.31,0.1932,23.23,79.56,260313_s7,-70post
2056,607.8512,-182.55,607.8528,-219.84,607.8636,-186.72,0.7762,37.29,201.03,260313_s7,-70post
2057,608.6272,-187.19,608.629,-237.34,608.6398,-188.13,0.4774,50.16,172.88,260313_s7,-70post
2058,609.1052,-184.9,609.1064,-254.06,609.1136,-182.97,0,69.17,192.93,260313_s7,-70post
2059,609.1364,-180.94,609.1064,-254.06,609.1476,-180.16,0.2224,73.12,58.03,260313_s7,-70post
2060,609.3276,-182.03,609.3288,-215.16,609.3362,-181.72,0.0396,33.13,101.09,260313_s7,-70post
2061,609.3626,-185.78,609.3684,-200.63,609.3764,-182.81,0.2116,14.84,51.72,260313_s7,-70post
2062,609.5788,-181.51,609.58,-243.91,609.5872,-182.81,0.8056,62.4,171.04,260313_s7,-70post
2063,610.384,-180.47,610.3856,-202.66,610.4002,-182.34,0.3346,22.19,145.25,260313_s7,-70post
2064,610.7158,-185.47,610.7202,-209.22,610.7264,-183.75,0.1302,23.75,114,260313_s7,-70post
2065,610.8458,-185.21,610.8504,-202.66,610.856,-182.97,0.1746,17.45,70.36,260313_s7,-70post
2066,611.0234,-187.81,611.025,-237.5,611.0306,-187.5,0.4818,49.69,128.38,260313_s7,-70post
2067,611.5034,-184.22,611.5068,-200.47,611.5118,-180.94,0.8248,16.25,25.75,260313_s7,-70post
2068,612.33,-182.24,612.3316,-236.41,612.341,-180.78,0.2942,54.17,177.35,260313_s7,-70post
2069,612.6192,-184.74,612.6258,-200,612.6336,-180.78,0.0574,15.26,54.33,260313_s7,-70post
2070,612.6806,-182.6,612.6832,-214.06,612.6918,-183.44,0.6026,31.46,138.06,260313_s7,-70post
2071,613.2838,-188.13,613.2858,-211.25,613.2994,-184.84,0.608,23.13,85.97,260313_s7,-70post
2072,613.8914,-190.57,613.8938,-209.53,613.9,-187.5,0.2148,18.96,50.83,260313_s7,-70post
2073,614.1048,-187.97,614.1086,-220,614.1184,-188.75,0.1376,32.03,129.63,260313_s7,-70post
2074,614.2448,-187.29,614.2462,-236.87,614.2552,-188.59,0.0864,49.58,169.18,260313_s7,-70post
2075,614.3308,-184.95,614.3326,-228.59,614.3448,-185.94,0.0354,43.65,187.99,260313_s7,-70post
2076,614.3666,-187.66,614.368,-242.5,614.3756,-189.69,0.2472,54.84,194.72,260313_s7,-70post
2077,614.6138,-185.42,614.6152,-245,614.6248,-184.06,0.1506,59.58,219.43,260313_s7,-70post
2078,614.7634,-185.21,614.7658,-211.56,614.7792,-186.09,1.2708,26.35,148.51,260313_s7,-70post
2079,616.0354,-184.9,616.0366,-232.03,616.0468,-184.84,0.5102,47.14,160.27,260313_s7,-70post
2080,616.5444,-185.21,616.5468,-201.72,616.5504,-182.5,1.3392,16.51,28.27,260313_s7,-70post
2081,617.8842,-190.52,617.886,-247.66,617.8932,-189.84,0.0916,57.14,162.99,260313_s7,-70post
2082,617.9754,-190.21,617.9776,-214.22,617.9864,-188.91,0.031,24.01,108.23,260313_s7,-70post
2083,618.007,-183.49,618.0086,-213.75,618.0236,-186.25,0,30.26,163.47,260313_s7,-70post
2084,619.456,-192.81,618.0086,-213.75,619.4644,-184.84,1.7588,20.94,0,260313_s7,-70post
2085,619.764,-185.47,619.7674,-195.63,619.7712,-182.81,0.9126,10.16,27.38,260313_s7,-70post
2086,620.6776,-189.43,620.68,-215.63,620.6876,-187.19,0.0746,26.2,75.59,260313_s7,-70post
2087,620.7534,-185.83,620.7546,-219.38,620.7608,-187.97,0.182,33.54,111.73,260313_s7,-70post
2088,620.9342,-186.25,620.9366,-212.97,620.9448,-186.41,0.253,26.72,120.06,260313_s7,-70post
2089,621.184,-192.76,621.1896,-200.47,621.2026,-187.97,0.0894,7.71,65.07,260313_s7,-70post
2090,621.277,-194.74,621.279,-245.62,621.2862,-192.34,1.434,50.89,192.92,260313_s7,-70post
2091,622.7116,-187.81,622.713,-214.22,622.7202,-187.34,0.0436,26.41,103,260313_s7,-70post
2092,622.7538,-189.17,622.7566,-201.09,622.7622,-187.19,0.214,11.93,43.64,260313_s7,-70post
2093,622.9686,-183.59,622.9706,-215.31,622.978,-185.78,2.0166,31.72,136.84,260313_s7,-70post
2094,624.9856,-183.39,624.9872,-225,624.9952,-184.22,0.3708,41.61,115.1,260313_s7,-70post
2095,625.3536,-179.06,625.358,-195.78,625.3674,-178.44,0.4766,16.72,86.78,260313_s7,-70post
2096,625.8324,-182.19,625.8346,-203.44,625.846,-181.72,0.1012,21.25,119.72,260313_s7,-70post
2097,625.9342,-182.92,625.9358,-263.28,625.9418,-187.34,0.3072,80.36,268.16,260313_s7,-70post
2098,626.2396,-180.73,626.243,-196.09,626.25,-182.97,0.6538,15.36,94.11,260313_s7,-70post
2099,626.8948,-181.04,626.8968,-228.75,626.9048,-180.47,0.0222,47.71,172.84,260313_s7,-70post
2100,626.9172,-185.83,626.919,-201.72,626.9272,-182.5,0,15.89,37.31,260313_s7,-70post
2101,627.3122,-188.33,626.919,-201.72,627.3192,-184.69,0.5292,13.39,14.19,260313_s7,-70post
2102,627.4464,-186.35,627.4482,-243.44,627.4532,-184.38,0.4748,57.08,140.65,260313_s7,-70post
2103,627.9216,-186.77,627.923,-263.28,627.9302,-191.09,0,76.51,294.01,260313_s7,-70post
2104,628.102,-185.42,627.923,-263.28,628.1128,-181.88,0.7234,77.86,36.32,260313_s7,-70post
2105,628.6444,-184.58,628.6464,-200.47,628.6532,-183.28,0.1596,15.89,51.75,260313_s7,-70post
2106,628.8026,-184.17,628.806,-202.19,628.813,-183.28,0,18.02,83.33,260313_s7,-70post
2107,629.363,-180.89,628.806,-202.19,629.3748,-182.5,0.7458,21.3,94.5,260313_s7,-70post
2108,629.5502,-185.36,629.5518,-225.16,629.5624,-182.97,0.3458,39.79,108.57,260313_s7,-70post
2109,629.8962,-180.78,629.8976,-214.69,629.907,-181.41,0.483,33.91,148.81,260313_s7,-70post
2110,630.3752,-180.21,630.3806,-198.13,630.3882,-179.69,0.0362,17.92,79.81,260313_s7,-70post
2111,630.4148,-182.24,630.4168,-208.91,630.4242,-180.63,0.118,26.67,63.78,260313_s7,-70post
2112,630.531,-179.22,630.5348,-206.09,630.5414,-177.34,0.591,26.88,94.91,260313_s7,-70post
2113,631.1224,-181.51,631.1258,-209.22,631.133,-180.78,0.1746,27.71,117.34,260313_s7,-70post
2114,631.2992,-185.26,631.3004,-202.03,631.3066,-180.78,0,16.77,42.86,260313_s7,-70post
